genes	v3_locus
GRMZM2G014392	vp14
GRMZM2G014397	TIDP3433
GRMZM2G014452	AY110055
GRMZM2G014534	mybr36
GRMZM2G014653	nactf109
GRMZM2G014695	conr1
GRMZM2G014705	end1
GRMZM2G014729	ra3
GRMZM2G014797	aasr7
GRMZM2G014826	umc2407
GRMZM2G014833	pk4
GRMZM2G014839	vq55
GRMZM2G014844	glu3
GRMZM2G014854	si618009f01
GRMZM2G014902	cca1
GRMZM2G014914	pip2e
GRMZM2G014975	atg8e
GRMZM2G014977	TIDP3125
GRMZM2G014981	gpat21
GRMZM2G014994	pco079729
GRMZM2G015005	IDP352
GRMZM2G015021	myb16
GRMZM2G015037	tcptf24
GRMZM2G015080	gras37
GRMZM2G015097	cpp2
GRMZM2G015100	pco125307
GRMZM2G015127	adf13
GRMZM2G015132	dla1
GRMZM2G015219	mmp135
GRMZM2G015238	pco126705
GRMZM2G015277	chr126b
GRMZM2G015281	ereb4
GRMZM2G015285	hrbp1
GRMZM2G015287	uce12
GRMZM2G015295	ahh1
GRMZM2G015324	cbl9
GRMZM2G015344	nrh5
GRMZM2G015384	arp4
GRMZM2G015419	lox10
GRMZM2G015433	wrky119
GRMZM2G015534	o2
GRMZM2G015578	gg1
GRMZM2G015605	nac1
GRMZM2G015642	pco129304b
GRMZM2G015666	bhlh33
GRMZM2G015703	php20909b
GRMZM2G015708	GRMZM2G015708
GRMZM2G015730	txln1
GRMZM2G015735	bnl12.30a
GRMZM2G015784	pco108516
GRMZM2G015861	arp7
GRMZM2G015869	pco143033
GRMZM2G015875	nch1
GRMZM2G015886	csld1
GRMZM2G015902	pco088994
GRMZM2G015908	pco107612
GRMZM2G015941	cnr1
GRMZM2G015955	zip7
GRMZM2G015976	sweet14b
GRMZM2G016020	mybr44
GRMZM2G016039	bhlh174
GRMZM2G016079	ereb169
GRMZM2G016084	srrp1
GRMZM2G016145	tcrr1
GRMZM2G016150	ohp1
GRMZM2G016184	tlc10
GRMZM2G016189	aldh9
GRMZM2G016210	umc1122
GRMZM2G016236	AY106674
GRMZM2G016241	bz2
GRMZM2G016323	umc1170
GRMZM2G016370	glk5
GRMZM2G016434	ereb129
GRMZM2G016439	hp1
GRMZM2G016477	umc1477
GRMZM2G016480	bnlg2238
GRMZM2G016551	tlc13
GRMZM2G016564	alf16
GRMZM2G016605	gid2
GRMZM2G016622	gpm930
GRMZM2G016637	thx5
GRMZM2G016649	thx12
GRMZM2G016660	pco100533b
GRMZM2G016671	tlk1
GRMZM2G016677	pspb1
GRMZM2G016749	pco077834a
GRMZM2G016756	bhlh60
GRMZM2G016802	Zm00001d011972
GRMZM2G016817	alf5
GRMZM2G016827	umc2711
GRMZM2G016858	xlg2
GRMZM2G016875	pco144592b
GRMZM2G016890	glu1
GRMZM2G016939	pzb01111
GRMZM2G016958	Zm00001d019311
GRMZM2G017016	pco069223b
GRMZM2G017077	im30p1
GRMZM2G017080	si945020e03
GRMZM2G017081	cyc9
GRMZM2G017087	kn1
GRMZM2G017089	AY106137
GRMZM2G017110	umc2236
GRMZM2G017142	alf9
GRMZM2G017170	umc2231
GRMZM2G017187	abi17
GRMZM2G017193	yuc8
GRMZM2G017257	pco131850
GRMZM2G017268	myb63
GRMZM2G017269	cl65062_1a
GRMZM2G017305	clt1
GRMZM2G017319	lbd11
GRMZM2G017349	bhlh125
GRMZM2G017351	gpm863
GRMZM2G017355	mterf18
GRMZM2G017382	si496011d04
GRMZM2G017404	TIDP2945
GRMZM2G017419	gpm605
GRMZM2G017429	mterf19
GRMZM2G017470	dof27
GRMZM2G017520	myb128
GRMZM2G017550	gpx7
GRMZM2G017555	pme14
GRMZM2G017557	rtp1
GRMZM2G017578	IDP324
GRMZM2G017586	bhlh172
GRMZM2G017606	srs3
GRMZM2G017616	lox9
GRMZM2G017624	pco133134
GRMZM2G017629	bnlg2057
GRMZM2G017636	mmp4
GRMZM2G017654	pco067729a
GRMZM2G017670	TIDP2891
GRMZM2G017671	pco101093b
GRMZM2G017792	mpk3
GRMZM2G017804	cl62390_1
GRMZM2G017805	crup1
GRMZM2G017831	tfIIB1
GRMZM2G017835	AY110151
GRMZM2G017845	limtf11
GRMZM2G017882	platz8
GRMZM2G017923	AY110182
GRMZM2G017933	pco085021
GRMZM2G017991	umc2111
GRMZM2G018006	acs3
GRMZM2G018020	cl6482_1b
GRMZM2G018027	umc2221
GRMZM2G018046	ipt9
GRMZM2G018070	xer1
GRMZM2G018080	rplp1
GRMZM2G018138	ereb88
GRMZM2G018148	ysl8
GRMZM2G018177	tpi3
GRMZM2G018217	pco102374
GRMZM2G018223	IDP267
GRMZM2G018241	cesa9
GRMZM2G018254	gras48
GRMZM2G018336	abi13
GRMZM2G018372	cl7520_2b
GRMZM2G018375	thi1
GRMZM2G018398	ereb14
GRMZM2G018414	grftf4
GRMZM2G018416	gpx10
GRMZM2G018417	ommp1
GRMZM2G018436	nactf126
GRMZM2G018441	umc2003
GRMZM2G018447	uce6
GRMZM2G018472	bhlh26
GRMZM2G018485	abi2
GRMZM2G018487	wrky107
GRMZM2G018508	TIDP2663
GRMZM2G018553	nactf6
GRMZM2G018573	atg18e
GRMZM2G018579	cl3927_1a
GRMZM2G018589	mads41
GRMZM2G018595	pco116834
GRMZM2G018612	cyp23
GRMZM2G018619	ras11D1
GRMZM2G018627	lhcb9
GRMZM2G018689	cl38702_1
GRMZM2G018692	incw6
GRMZM2G018695	mmp180
GRMZM2G018706	mgt10
GRMZM2G018716	incw7
GRMZM2G018721	wrky85
GRMZM2G018728	pki1
GRMZM2G018757	ppr231
GRMZM2G018760	umc2785
GRMZM2G018771	umc2541
GRMZM2G018786	pco079415b
GRMZM2G018793	AY111333
GRMZM2G018820	gpx1
GRMZM2G018837	cbp2
GRMZM2G018876	dbb1
GRMZM2G018885	umc2196
GRMZM2G018941	nad1
GRMZM2G018950	cl28462_1
GRMZM2G018951	mmc0312a
GRMZM2G018971	TIDP3080
GRMZM2G018984	ereb180
GRMZM2G019029	pld6
GRMZM2G019060	gras85
GRMZM2G019084	pco089076
GRMZM2G019090	gst18
GRMZM2G019106	bzip71
GRMZM2G019119	ras11E2
GRMZM2G019121	dts1
GRMZM2G019166	cl4198_1
GRMZM2G019177	cl19799_1
GRMZM2G019183	trps13
GRMZM2G019200	IDP1417
GRMZM2G019225	umc85a
GRMZM2G019251	pco131625
GRMZM2G019260	pmk1
GRMZM2G019267	AY110019
GRMZM2G019284	arm4
GRMZM2G019325	rps11
GRMZM2G019335	dbb4
GRMZM2G019353	smr4
GRMZM2G019373	cl32321_1
GRMZM2G019386	IDP624
GRMZM2G019404	mha2
GRMZM2G019411	pme26
GRMZM2G019434	mkkk51
GRMZM2G019443	ereb82
GRMZM2G019446	bzip41
GRMZM2G019468	pco142662
GRMZM2G019515	yuc6
GRMZM2G019538	dek40
GRMZM2G019553	cl61186_-1
GRMZM2G019562	dgk4
GRMZM2G019567	bnlg1484
GRMZM2G019586	csu193
GRMZM2G019673	Zm00001d030471
GRMZM2G019686	cl18204_1
GRMZM2G019695	IDP1619
GRMZM2G019799	ao3
GRMZM2G019806	bhlh137
GRMZM2G019807	cl25234_-2a
GRMZM2G019812	IDP2428
GRMZM2G019819	prh10
GRMZM2G019838	ak2
GRMZM2G019866	umc1491
GRMZM2G019907	obf3
GRMZM2G019916	umc254
GRMZM2G019919	rws1
GRMZM2G019956	abi18
GRMZM2G019958	pco101707b
GRMZM2G019986	bnlg2190
GRMZM2G019993	pebp21
GRMZM2G019999	vpp8
GRMZM2G020002	pco084866
GRMZM2G020016	ereb42
GRMZM2G020054	ereb54
GRMZM2G020081	toc1
GRMZM2G020091	pco100488
GRMZM2G020146	IDP781
GRMZM2G020148	tlc14
GRMZM2G020150	ereb196
GRMZM2G020187	rgd1
GRMZM2G020216	mpk2
GRMZM2G020254	wrky33
GRMZM2G020305	cadtfr13
GRMZM2G020320	gpat10
GRMZM2G020366	pzb01112
GRMZM2G020409	pza03409
GRMZM2G020418	pco138572
GRMZM2G020423	cl20570_1
GRMZM2G020468	umc2558
GRMZM2G020544	bnlg1651
GRMZM2G020548	bnlg1014
GRMZM2G020574	gpm895
GRMZM2G020580	nbcs17
GRMZM2G020631	Zm00001d031666
GRMZM2G020653	cl20232_1
GRMZM2G020661	ras11C3
GRMZM2G020721	cl33992_1
GRMZM2G020766	hak7
GRMZM2G020772	myb81
GRMZM2G020799	bzip13
GRMZM2G020801	aco1
GRMZM2G020805	tcptf43
GRMZM2G020859	kch2
GRMZM2G020928	c3h53
GRMZM2G020938	gpm55
GRMZM2G020943	pco086600
GRMZM2G021044	sdg104
GRMZM2G021051	ga20ox2
GRMZM2G021069	mcm6
GRMZM2G021095	lbd4
GRMZM2G021110	pco081178a
GRMZM2G021170	pco134375
GRMZM2G021194	osca2
GRMZM2G021223	asrp2
GRMZM2G021276	ms23
GRMZM2G021299	upl9
GRMZM2G021319	dek37
GRMZM2G021331	csu849(atpb)
GRMZM2G021339	hb115
GRMZM2G021369	ereb136
GRMZM2G021406	umc1296
GRMZM2G021436	cyp7
GRMZM2G021560	pebp25
GRMZM2G021573	ereb161
GRMZM2G021589	tlc7
GRMZM2G021605	AY109534
GRMZM2G021610	umc1126
GRMZM2G021614	pebp9
GRMZM2G021617	oec2
GRMZM2G021621	expb2
GRMZM2G021635	pco119647
GRMZM2G021642	IDP2400
GRMZM2G021687	psa2
GRMZM2G021694	GRMZM2G021694
GRMZM2G021704	cl17080_1
GRMZM2G021706	sweet13b
GRMZM2G021725	hak19
GRMZM2G021742	IDP2400
GRMZM2G021777	col3
GRMZM2G021781	AY108136
GRMZM2G021784	umc2309
GRMZM2G021786	sk1
GRMZM2G021790	ereb146
GRMZM2G021794	GRMZM2G021794
GRMZM2G021802	si683029c11
GRMZM2G021816	cl19870_1a
GRMZM2G021831	thx15
GRMZM2G021834	umc1259
GRMZM2G021846	cl46_1
GRMZM2G021864	pco099889b
GRMZM2G021889	umc1808
GRMZM2G021912	cl32627_1e
GRMZM2G022014	IDP84
GRMZM2G022019	eif7
GRMZM2G022054	umc2292
GRMZM2G022065	cl49722_1
GRMZM2G022088	pco137802
GRMZM2G022095	PCO115023
GRMZM2G022120	cl24641_1
GRMZM2G022130	magi108573
GRMZM2G022159	pco085018
GRMZM2G022162	ca5p12
GRMZM2G022180	clx2
GRMZM2G022192	ami4
GRMZM2G022252	pco071947b
GRMZM2G022255	IDP2407
GRMZM2G022269	tufm1
GRMZM2G022308	TIDP3000
GRMZM2G022318	umc1319
GRMZM2G022347	IDP496
GRMZM2G022359	ereb163
GRMZM2G022365	mbd106
GRMZM2G022398	mmp41
GRMZM2G022442	xt10
GRMZM2G022453	umc62
GRMZM2G022489	cg1
GRMZM2G022499	mybr103
GRMZM2G022558	fae2
GRMZM2G022606	traf7
GRMZM2G022625	TIDP3004
GRMZM2G022642	si486073c04
GRMZM2G022679	ga2ox3
GRMZM2G022686	myb154
GRMZM2G022711	AY109699
GRMZM2G022726	umc2730
GRMZM2G022768	bnlg1863
GRMZM2G022777	gpm464
GRMZM2G022782	invan9
GRMZM2G022820	umc2730
GRMZM2G022837	ics1
GRMZM2G022859	uce5
GRMZM2G022915	kch1
GRMZM2G022931	pco145505
GRMZM2G022945	phd6
GRMZM2G023020	phm3457
GRMZM2G023037	si660042c08
GRMZM2G023051	pco088589
GRMZM2G023071	emp12
GRMZM2G023073	stm1
GRMZM2G023081	cnr9
GRMZM2G023119	thx7
GRMZM2G023133	bnlg1740
GRMZM2G023163	pco095943(114)
GRMZM2G023194	isp1
GRMZM2G023242	magi62468
GRMZM2G023254	IDP723
GRMZM2G023257	mterf11
GRMZM2G023285	ofp18
GRMZM2G023289	pgm1
GRMZM2G023291	hb124
GRMZM2G023325	Bx12
GRMZM2G023346	umc1029
GRMZM2G023347	GRMZM2G023347
GRMZM2G023372	msi1
GRMZM2G023392	AY109506
GRMZM2G023422	pol1
GRMZM2G023528	smk2
GRMZM2G023557	mybr104
GRMZM2G023575	IDP343
GRMZM2G023585	umc1252
GRMZM2G023591	cp33c
GRMZM2G023652	pco073973a
GRMZM2G023667	smh3
GRMZM2G023708	ereb125
GRMZM2G023755	pco117356b
GRMZM2G023760	sudh8
GRMZM2G023813	arftf31
GRMZM2G023836	npi616a
GRMZM2G023858	vps1
GRMZM2G023872	scl1
GRMZM2G023921	vq13
GRMZM2G023946	pco129583a
GRMZM2G023952	cyp24
GRMZM2G023988	cchh3
GRMZM2G023999	ppr101
GRMZM2G024051	pco110965
GRMZM2G024054	mybr99
GRMZM2G024104	gln2
GRMZM2G024119	si496036g01
GRMZM2G024131	iaglu1
GRMZM2G024145	pco062914
GRMZM2G024150	psad1
GRMZM2G024196	ysl13
GRMZM2G024231	cl11011_1
GRMZM2G024245	umc54
GRMZM2G024247	hmg4
GRMZM2G024264	psei5
GRMZM2G024267	IDP603
GRMZM2G024293	si618011b01
GRMZM2G024303	pco065682a
GRMZM2G024315	pco114043
GRMZM2G024444	si486074g10
GRMZM2G024451	pco121903a
GRMZM2G024466	dcl4
GRMZM2G024468	myb83
GRMZM2G024476	cko4b
GRMZM2G024482	si618073h11
GRMZM2G024495	pco087467a
GRMZM2G024499	umc2749
GRMZM2G024530	ptf1
GRMZM2G024550	mterf17
GRMZM2G024576	pco093770(474)
GRMZM2G024612	GRMZM2G024612
GRMZM2G024615	bnlg1792
GRMZM2G024655	c3h42
GRMZM2G024657	gpm707
GRMZM2G024668	pza03531
GRMZM2G024680	zim21
GRMZM2G024690	rhcp1
GRMZM2G024718	bnl5.09a
GRMZM2G024739	cry1
GRMZM2G024775	cdo412b
GRMZM2G024799	cl7796_1
GRMZM2G024823	uaz282
GRMZM2G024838	ufg74
GRMZM2G024851	bzip129
GRMZM2G024858	cl3398_1
GRMZM2G024865	pco112007(563)
GRMZM2G024871	ereb74
GRMZM2G024882	pco124991
GRMZM2G024887	limtf14
GRMZM2G024898	wrky70
GRMZM2G024933	umc131
GRMZM2G024948	abi16
GRMZM2G024973	d9
GRMZM2G024976	arid6
GRMZM2G024993	wx1
GRMZM2G025002	gata1
GRMZM2G025014	c3h4
GRMZM2G025054	tgz15a
GRMZM2G025062	ereb200
GRMZM2G025072	umc1986
GRMZM2G025095	mbd111
GRMZM2G025105	pgip3
GRMZM2G025175	pco138410b
GRMZM2G025182	pme20
GRMZM2G025190	gst42
GRMZM2G025205	grp4
GRMZM2G025215	cl31807_1
GRMZM2G025222	spi1
GRMZM2G025231	cesa7
GRMZM2G025236	umc1264
GRMZM2G025242	laz1
GRMZM2G025248	aprl9
GRMZM2G025356	si946076e12
GRMZM2G025387	cdpk17
GRMZM2G025409	ppr5
GRMZM2G025429	ipt8
GRMZM2G025441	px16
GRMZM2G025459	snrkb1
GRMZM2G025488	bcd98a
GRMZM2G025528	TIDP3621
GRMZM2G025579	hk5
GRMZM2G025592	met2
GRMZM2G025598	cl27878_1
GRMZM2G025642	nactf33
GRMZM2G025646	GRMZM2G025646
GRMZM2G025685	hsftf27
GRMZM2G025703	phd43
GRMZM2G025742	pin5
GRMZM2G025758	lbd21
GRMZM2G025783	GRMZM2G025783
GRMZM2G025812	bzip60
GRMZM2G025832	pr1
GRMZM2G025855	IDP644
GRMZM2G025867	pco093706
GRMZM2G025882	pco076489
GRMZM2G025895	wrky79
GRMZM2G025924	sdg137
GRMZM2G025954	pco072881
GRMZM2G025977	pco075778b
GRMZM2G025989	lbd25
GRMZM2G025992	sod2
GRMZM2G026013	cl15744_1
GRMZM2G026015	umc1974
GRMZM2G026065	bcd926b
GRMZM2G026117	cf1
GRMZM2G026157	ca2p1
GRMZM2G026216	IDP486
GRMZM2G026218	mmp187
GRMZM2G026223	zag6
GRMZM2G026311	cl9441_1a
GRMZM2G026391	ysl3
GRMZM2G026417	gbptf18
GRMZM2G026442	pza02479
GRMZM2G026470	phi100175
GRMZM2G026523	ptr2
GRMZM2G026556	traf8
GRMZM2G026639	gpm923
GRMZM2G026643	ocl1
GRMZM2G026656	si660070b03
GRMZM2G026703	glb2
GRMZM2G026742	hsftf9
GRMZM2G026780	umc1290
GRMZM2G026793	sacd5
GRMZM2G026807	rpe1
GRMZM2G026833	glk1
GRMZM2G026855	cl32876_1
GRMZM2G026892	PCO135705
GRMZM2G026926	ereb154
GRMZM2G026927	ofp28
GRMZM2G026930	a1
GRMZM2G026980	xet1
GRMZM2G027041	lim333
GRMZM2G027059	lw1
GRMZM2G027068	bhlh48
GRMZM2G027075	jmj4
GRMZM2G027098	tip2a
GRMZM2G027105	pco074406
GRMZM2G027131	cl21045_1
GRMZM2G027166	cl39673_1a
GRMZM2G027193	umc2386
GRMZM2G027217	npi433
GRMZM2G027219	vde1
GRMZM2G027232	GRMZM2G027232
GRMZM2G027241	mzetc34
GRMZM2G027253	abi37
GRMZM2G027282	AY105910
GRMZM2G027302	Zm00001d051966
GRMZM2G027309	nactf99
GRMZM2G027311	pco071010
GRMZM2G027331	TIDP3737
GRMZM2G027351	cdpk18
GRMZM2G027378	uce9
GRMZM2G027385	Zm00001d046357
GRMZM2G027392	IDP694
GRMZM2G027478	csu351
GRMZM2G027522	mac1
GRMZM2G027535	bsdtf8
GRMZM2G027563	bhlh87
GRMZM2G027608	nbcs14
GRMZM2G027627	AY112355
GRMZM2G027663	thic1
GRMZM2G027673	sacd6
GRMZM2G027688	mab13
GRMZM2G027697	myb86
GRMZM2G027723	cesa2
GRMZM2G027728	rpl30
GRMZM2G027821	nod1
GRMZM2G027835	dps1
GRMZM2G027851	nhx5
GRMZM2G027857	atg6b
GRMZM2G027914	mybr37
GRMZM2G027955	agp2
GRMZM2G027972	wrky87
GRMZM2G027976	bzip53
GRMZM2G027995	eif4a
GRMZM2G028004	cl14903_1
GRMZM2G028037	cl54662_1
GRMZM2G028039	gras45
GRMZM2G028041	rs1
GRMZM2G028054	myb74
GRMZM2G028086	cdpk19
GRMZM2G028089	si605023c06b
GRMZM2G028104	umc1739
GRMZM2G028134	si614077a01
GRMZM2G028151	ereb184
GRMZM2G028190	cl12769_-1
GRMZM2G028216	rpl29
GRMZM2G028247	pco122203
GRMZM2G028302	IDP1986
GRMZM2G028325	nip2a
GRMZM2G028366	GRMZM2G028366
GRMZM2G028369	cmu3
GRMZM2G028386	ereb137
GRMZM2G028393	sci1
GRMZM2G028432	vpp4
GRMZM2G028438	gras76
GRMZM2G028500	TIDP9256
GRMZM2G028521	citt1
GRMZM2G028535	pco085448
GRMZM2G028556	gst7
GRMZM2G028568	GRMZM2G028568
GRMZM2G028594	dbb11
GRMZM2G028604	hlt1
GRMZM2G028608	gras51
GRMZM2G028622	hb122
GRMZM2G028637	si687042f02
GRMZM2G028700	bsu1
GRMZM2G028726	bnlg1556
GRMZM2G028736	amt2
GRMZM2G028758	cl9685_1c
GRMZM2G028794	abi43
GRMZM2G028821	gst39
GRMZM2G028900	TIDP3496
GRMZM2G028929	cop2
GRMZM2G028969	ereb185
GRMZM2G028980	arftf16
GRMZM2G028982	ofp34
GRMZM2G028986	rz390a(cyb5)
GRMZM2G029029	IDP89
GRMZM2G029048	pal9
GRMZM2G029058	pco071744
GRMZM2G029077	pco149758
GRMZM2G029153	pco127614a
GRMZM2G029204	aco9
GRMZM2G029223	magi20317
GRMZM2G029242	cdo244a(crp)
GRMZM2G029282	wrky88
GRMZM2G029292	wrky35
GRMZM2G029307	IDP475
GRMZM2G029323	ereb17
GRMZM2G029356	pco081347
GRMZM2G029370	pco125063
GRMZM2G029396	sqsh1
GRMZM2G029486	ras11A1
GRMZM2G029530	pti3
GRMZM2G029543	pco095766
GRMZM2G029546	umc2170
GRMZM2G029559	rz476b
GRMZM2G029573	pco072185
GRMZM2G029623	xer4
GRMZM2G029731	ipp1
GRMZM2G029824	pmp1
GRMZM2G029845	nrh1
GRMZM2G029850	mybr52
GRMZM2G029856	rz682
GRMZM2G029896	pld4
GRMZM2G029912	cer2
GRMZM2G029922	umc1687
GRMZM2G029933	mterf4
GRMZM2G029951	hma7
GRMZM2G029979	bzip28
GRMZM2G030036	nas2
GRMZM2G030072	cl4569_1a
GRMZM2G030123	umc1413
GRMZM2G030125	umc1142
GRMZM2G030148	smk1
GRMZM2G030167	GRMZM2G030167
GRMZM2G030241	cl63689_1
GRMZM2G030272	wrky32
GRMZM2G030275	pco117343
GRMZM2G030280	bzip72
GRMZM2G030284	pco098137
GRMZM2G030293	rps28
GRMZM2G030312	pco137067b
GRMZM2G030325	nactf54
GRMZM2G030403	mybr9
GRMZM2G030422	tpl2
GRMZM2G030436	hct4
GRMZM2G030458	gbptf9
GRMZM2G030463	pco130460
GRMZM2G030465	iaa24
GRMZM2G030523	pcna1
GRMZM2G030529	pza00752
GRMZM2G030571	algt1
GRMZM2G030583	tps26
GRMZM2G030606	csu173
GRMZM2G030628	hcp101a
GRMZM2G030673	cdpk20
GRMZM2G030710	arftf24
GRMZM2G030717	psei10
GRMZM2G030731	magi89825
GRMZM2G030744	bhlh168
GRMZM2G030762	bhlh55
GRMZM2G030784	tpi4
GRMZM2G030839	AY109550
GRMZM2G030877	bzip79
GRMZM2G031001	nactf11
GRMZM2G031004	xyn10
GRMZM2G031028	gpm119
GRMZM2G031043	cl40463_1a
GRMZM2G031062	hagtf7
GRMZM2G031107	gpm742
GRMZM2G031120	nactf106
GRMZM2G031200	nactf87
GRMZM2G031261	psk4
GRMZM2G031308	dhn6
GRMZM2G031311	sm1
GRMZM2G031317	IDP1448
GRMZM2G031323	myb105
GRMZM2G031326	magi59348
GRMZM2G031331	mlo3
GRMZM2G031360	cl554_3(180)
GRMZM2G031370	GRMZM2G031370
GRMZM2G031398	nlp3
GRMZM2G031432	ga2ox13
GRMZM2G031447	umc1794
GRMZM2G031461	nudix1
GRMZM2G031493	thx30
GRMZM2G031496	nbp35
GRMZM2G031568	AY110297
GRMZM2G031584	pza00827
GRMZM2G031607	pco119358
GRMZM2G031615	iaa14
GRMZM2G031724	ga2ox10
GRMZM2G031733	si605069d12
GRMZM2G031780	si946069e08
GRMZM2G031827	c3h36
GRMZM2G031837	IDP504
GRMZM2G031846	cl30924_1
GRMZM2G031850	si683017c09
GRMZM2G031870	IDP2395
GRMZM2G031882	wox9b
GRMZM2G031893	umc1128
GRMZM2G031904	umc1422
GRMZM2G031905	tcptf32
GRMZM2G031952	AY109938
GRMZM2G031963	wrky59
GRMZM2G031981	gpm7
GRMZM2G031983	gata15
GRMZM2G032003	ugp2
GRMZM2G032047	AY110632
GRMZM2G032132	crn1
GRMZM2G032145	burp3
GRMZM2G032180	mybr4
GRMZM2G032190	umc1913
GRMZM2G032198	GRMZM2G032198
GRMZM2G032219	mlo1
GRMZM2G032222	drg1
GRMZM2G032252	nfd110
GRMZM2G032258	pco075454
GRMZM2G032282	cpx2
GRMZM2G032315	arpp1a
GRMZM2G032336	camta2
GRMZM2G032339	mads4
GRMZM2G032350	si946037c04
GRMZM2G032351	phot2
GRMZM2G032376	pco095409
GRMZM2G032475	cl28127_1
GRMZM2G032478	ofp10
GRMZM2G032528	cl61745_1b
GRMZM2G032594	cl8313_1
GRMZM2G032619	bnl10.05
GRMZM2G032628	ae1
GRMZM2G032655	myb49
GRMZM2G032699	AY110576
GRMZM2G032711	nfc104a
GRMZM2G032821	si660076d07
GRMZM2G032856	gst24
GRMZM2G032896	umc1352a
GRMZM2G032905	mads63
GRMZM2G032944	IDP1643
GRMZM2G032947	pco137761c
GRMZM2G032977	pco102923
GRMZM2G033014	nactf28
GRMZM2G033029	TIDP3766
GRMZM2G033098	aos5
GRMZM2G033117	umc1416
GRMZM2G033135	smg1
GRMZM2G033138	hb28
GRMZM2G033199	pco110957
GRMZM2G033208	tk1
GRMZM2G033230	bzip108
GRMZM2G033283	cl66163_1
GRMZM2G033330	umc1607
GRMZM2G033350	sdg115
GRMZM2G033356	bhlh130
GRMZM2G033359	aas7
GRMZM2G033413	bzip100
GRMZM2G033478	IDP751
GRMZM2G033493	umc1251
GRMZM2G033519	lim432
GRMZM2G033526	pyk1
GRMZM2G033555	AY103770
GRMZM2G033570	eil3
GRMZM2G033612	cl53605_1
GRMZM2G033626	IDP428
GRMZM2G033630	cl33342_1
GRMZM2G033641	umc1462
GRMZM2G033644	drg11
GRMZM2G033656	ereb150
GRMZM2G033680	cbl7
GRMZM2G033694	sdg110b
GRMZM2G033767	gpat6
GRMZM2G033799	got5
GRMZM2G033828	rrb3
GRMZM2G033829	pdi4
GRMZM2G033867	npi457
GRMZM2G033885	psb29
GRMZM2G033962	GRMZM2G033962
GRMZM2G033985	prx112
GRMZM2G034013	pco067179
GRMZM2G034015	IDP375
GRMZM2G034043	ufg80
GRMZM2G034052	mpk16
GRMZM2G034061	mstr4
GRMZM2G034065	pco089911
GRMZM2G034083	cts5
GRMZM2G034096	cl5598_1a
GRMZM2G034110	mybst1
GRMZM2G034113	hb126
GRMZM2G034152	pao1
GRMZM2G034157	hsp18c
GRMZM2G034182	csu134b(thf)
GRMZM2G034217	mterf3
GRMZM2G034278	csu134b(thf)
GRMZM2G034288	sdg136
GRMZM2G034302	sut1
GRMZM2G034326	pco144871
GRMZM2G034342	cl19671_1
GRMZM2G034360	hct10
GRMZM2G034362	myo2
GRMZM2G034372	IDP194
GRMZM2G034421	wrky89
GRMZM2G034453	si945034e12a
GRMZM2G034495	hagtf34
GRMZM2G034551	zip6
GRMZM2G034563	glk50
GRMZM2G034572	pan2
GRMZM2G034573	cl24558_1b
GRMZM2G034575	gpm310
GRMZM2G034598	TIDP3459
GRMZM2G034622	upl5
GRMZM2G034638	tcptf20
GRMZM2G034647	cyc1
GRMZM2G034668	cl16535_1a
GRMZM2G034697	Zm00001d051063
GRMZM2G034724	pco117817
GRMZM2G034804	pco131956(317)
GRMZM2G034810	Zm00001d043011
GRMZM2G034828	krp13
GRMZM2G034840	arftf4
GRMZM2G034846	pmei42
GRMZM2G034855	umc1504
GRMZM2G034868	farl5
GRMZM2G034876	grftf6
GRMZM2G034882	mlkp2
GRMZM2G034896	IDP491
GRMZM2G034924	pco086652
GRMZM2G034943	IDP427
GRMZM2G034956	nas10
GRMZM2G034975	si683005a07
GRMZM2G035045	GRMZM2G035045
GRMZM2G035092	mads53
GRMZM2G035134	TIDP3606
GRMZM2G035153	cl37809_1
GRMZM2G035156	bhlh74
GRMZM2G035202	cl20712_1(629)
GRMZM2G035213	vte4
GRMZM2G035223	cl37809_1
GRMZM2G035268	gpn1
GRMZM2G035298	AY109873
GRMZM2G035305	IDP876a
GRMZM2G035338	pco084702
GRMZM2G035341	GRMZM2G035341
GRMZM2G035356	mmp137
GRMZM2G035370	glk16
GRMZM2G035405	arftf18
GRMZM2G035445	laz5
GRMZM2G035451	AY109809
GRMZM2G035461	atg9
GRMZM2G035465	iaa38
GRMZM2G035490	pmei41
GRMZM2G035502	dhar3
GRMZM2G035520	mha12
GRMZM2G035526	gpm882
GRMZM2G035531	vq54
GRMZM2G035584	hct6
GRMZM2G035688	abph1
GRMZM2G035701	abi19
GRMZM2G035708	cl61634_1
GRMZM2G035709	si605036g08a
GRMZM2G035785	pco106173a
GRMZM2G035809	snrkII1
GRMZM2G035820	rnc1
GRMZM2G035843	cdpk6
GRMZM2G035849	pfa4
GRMZM2G035890	GRMZM2G035890
GRMZM2G035922	ppi2
GRMZM2G035944	tcptf7
GRMZM2G035985	npi113b
GRMZM2G035994	pao5
GRMZM2G035996	pco107502a
GRMZM2G036007	si946019d11
GRMZM2G036050	IDP798
GRMZM2G036092	bhlh30
GRMZM2G036099	cl37306_1
GRMZM2G036131	aco7
GRMZM2G036134	cl16097_1
GRMZM2G036169	lug3
GRMZM2G036203	csu5a
GRMZM2G036217	msh1
GRMZM2G036288	zim14
GRMZM2G036290	dxr2
GRMZM2G036297	lg1
GRMZM2G036340	d1
GRMZM2G036349	zim6
