genes,SLB
GRMZM5G858599,-1.872
GRMZM2G372297,-1.873
GRMZM2G155329,-1.874
GRMZM2G014558,-1.875
GRMZM2G039536,-1.875
GRMZM2G023051,-1.876
AC233908.1_FG001,-1.876
GRMZM2G109821,-1.878
GRMZM2G065374,-1.878
GRMZM5G899428,-1.880
GRMZM2G132880,-1.881
GRMZM2G149145,-1.881
GRMZM2G380319,-1.881
GRMZM2G442387,-1.882
AC226221.2_FG011,-1.882
GRMZM2G371670,-1.882
AC233863.1_FG001,-1.883
GRMZM2G113432,-1.884
GRMZM2G064960,-1.886
AC202864.3_FG002,-1.887
GRMZM2G035503,-1.887
GRMZM2G094867,-1.888
GRMZM2G149958,-1.888
GRMZM2G119361,-1.889
GRMZM2G016084,-1.891
GRMZM2G004414,-1.892
GRMZM2G438722,-1.892
GRMZM2G003835,-1.892
AC212353.4_FG004,-1.892
GRMZM2G033855,-1.892
GRMZM2G313058,-1.894
GRMZM2G058474,-1.894
GRMZM2G337191,-1.894
GRMZM6G235245,-1.896
GRMZM2G315375,-1.897
GRMZM5G811731,-1.898
GRMZM2G008687,-1.899
GRMZM5G844173,-1.900
GRMZM2G081930,-1.901
GRMZM2G116620,-1.902
GRMZM2G050730,-1.902
GRMZM2G145133,-1.902
GRMZM2G179685,-1.902
GRMZM2G082184,-1.903
GRMZM2G018375,-1.903
GRMZM2G477325,-1.904
EF517601.1_FG010,-1.905
GRMZM2G096407,-1.905
GRMZM2G176394,-1.907
GRMZM2G144180,-1.907
GRMZM2G143780,-1.908
GRMZM2G084547,-1.910
GRMZM2G049915,-1.910
GRMZM5G828182,-1.911
GRMZM5G884137,-1.911
GRMZM2G046933,-1.911
GRMZM2G171423,-1.911
GRMZM2G472060,-1.912
GRMZM2G004211,-1.913
GRMZM2G436981,-1.914
GRMZM2G005207,-1.915
GRMZM2G046804,-1.915
GRMZM2G114044,-1.915
GRMZM2G159200,-1.916
GRMZM2G095144,-1.917
GRMZM2G122937,-1.919
GRMZM2G109126,-1.920
GRMZM2G079956,-1.920
GRMZM2G110681,-1.920
GRMZM5G855808,-1.921
GRMZM2G038485,-1.922
GRMZM2G181607,-1.922
GRMZM2G320206,-1.923
AC233751.1_FG002,-1.923
GRMZM2G053236,-1.924
GRMZM2G029692,-1.925
GRMZM2G387528,-1.925
GRMZM2G087918,-1.926
GRMZM2G040095,-1.927
GRMZM2G474468,-1.927
GRMZM2G011213,-1.928
GRMZM2G176197,-1.928
GRMZM2G077214,-1.928
AC217965.2_FG012,-1.928
GRMZM2G307368,-1.929
GRMZM5G893381,-1.930
GRMZM2G081915,-1.930
GRMZM2G055802,-1.930
GRMZM2G021170,-1.931
GRMZM2G134244,-1.931
GRMZM2G143050,-1.932
GRMZM2G476914,-1.932
GRMZM2G061487,-1.932
GRMZM5G891944,-1.933
GRMZM2G167220,-1.935
GRMZM2G024550,-1.935
GRMZM2G082894,-1.937
AC208348.3_FG012,-1.937
GRMZM2G138710,-1.938
GRMZM2G306345,-1.938
GRMZM2G099382,-1.941
GRMZM2G060952,-1.941
GRMZM2G157675,-1.941
GRMZM2G038108,-1.942
GRMZM2G098545,-1.943
GRMZM2G165063,-1.944
GRMZM2G077541,-1.945
GRMZM2G460571,-1.946
GRMZM2G122139,-1.946
GRMZM2G106819,-1.946
GRMZM2G031721,-1.948
GRMZM2G088961,-1.948
GRMZM2G064091,-1.950
GRMZM2G084276,-1.950
GRMZM2G125268,-1.951
GRMZM2G059565,-1.953
GRMZM2G143402,-1.954
GRMZM2G055834,-1.955
GRMZM2G000397,-1.956
GRMZM2G099944,-1.956
GRMZM2G479529,-1.956
GRMZM2G136106,-1.957
GRMZM2G413897,-1.958
GRMZM2G002391,-1.959
GRMZM2G125985,-1.960
GRMZM2G123122,-1.960
GRMZM2G014009,-1.960
GRMZM2G087172,-1.961
GRMZM2G341934,-1.962
GRMZM2G475265,-1.963
GRMZM2G044629,-1.964
GRMZM2G368134,-1.964
GRMZM2G129266,-1.964
GRMZM2G063747,-1.965
GRMZM2G059392,-1.966
GRMZM2G140909,-1.966
GRMZM2G135913,-1.968
GRMZM2G050774,-1.968
GRMZM5G878823,-1.969
GRMZM2G069024,-1.970
GRMZM2G057611,-1.972
GRMZM2G090576,-1.974
GRMZM2G035222,-1.974
GRMZM2G161809,-1.975
GRMZM5G885706,-1.975
GRMZM2G116785,-1.977
GRMZM2G120035,-1.978
GRMZM2G171229,-1.979
GRMZM2G120079,-1.979
GRMZM2G085381,-1.979
GRMZM2G072300,-1.981
GRMZM2G082886,-1.982
AC206425.3_FG002,-1.983
GRMZM2G000219,-1.984
GRMZM2G068715,-1.984
GRMZM2G152477,-1.985
AC216353.2_FG005,-1.985
GRMZM5G835704,-1.986
GRMZM2G022931,-1.987
GRMZM2G010920,-1.988
GRMZM2G342243,-1.989
GRMZM2G168956,-1.989
GRMZM2G085019,-1.990
GRMZM2G158316,-1.990
GRMZM2G317386,-1.991
GRMZM2G026802,-1.993
GRMZM5G853392,-1.993
AC234520.1_FG003,-1.995
GRMZM2G108032,-1.995
GRMZM2G131623,-1.996
GRMZM2G136085,-1.996
GRMZM2G131516,-1.998
GRMZM2G057672,-1.998
GRMZM2G124963,-1.999
GRMZM2G153444,-1.999
GRMZM2G173272,-2.001
GRMZM2G159105,-2.002
GRMZM2G121221,-2.003
GRMZM2G024838,-2.005
GRMZM2G117230,-2.006
GRMZM2G313867,-2.006
AC233888.1_FG001,-2.007
GRMZM5G871418,-2.007
GRMZM2G147014,-2.007
GRMZM2G073275,-2.007
GRMZM2G126507,-2.010
GRMZM2G148621,-2.011
GRMZM2G112154,-2.011
GRMZM2G083173,-2.013
GRMZM2G006736,-2.017
GRMZM2G102605,-2.017
AC213857.4_FG003,-2.018
GRMZM2G130224,-2.018
GRMZM2G123896,-2.019
GRMZM2G470442,-2.020
GRMZM2G095655,-2.021
GRMZM2G092752,-2.022
GRMZM2G313643,-2.022
GRMZM2G088849,-2.022
GRMZM2G165944,-2.022
GRMZM2G327692,-2.024
GRMZM2G136072,-2.025
GRMZM2G005000,-2.029
GRMZM2G116614,-2.030
GRMZM2G178415,-2.033
GRMZM2G007372,-2.034
GRMZM2G006480,-2.035
GRMZM2G159008,-2.035
GRMZM2G448054,-2.037
GRMZM2G397247,-2.038
GRMZM2G424241,-2.039
GRMZM2G404443,-2.040
GRMZM2G073044,-2.043
GRMZM2G119219,-2.044
GRMZM2G070015,-2.045
GRMZM2G042612,-2.046
GRMZM2G145974,-2.046
GRMZM2G180668,-2.046
GRMZM2G545891,-2.048
GRMZM2G360023,-2.048
GRMZM2G393673,-2.052
AC212323.4_FG010,-2.052
GRMZM2G030712,-2.052
GRMZM2G075058,-2.053
GRMZM2G425647,-2.054
AC197146.3_FG002,-2.054
GRMZM2G411668,-2.056
AC209835.4_FG004,-2.057
GRMZM2G076602,-2.058
GRMZM2G131611,-2.058
GRMZM2G044498,-2.060
GRMZM2G136559,-2.061
GRMZM2G140201,-2.062
GRMZM2G049549,-2.065
GRMZM2G148056,-2.066
GRMZM2G034113,-2.066
GRMZM2G106413,-2.067
GRMZM2G089361,-2.068
GRMZM2G145633,-2.068
GRMZM2G083470,-2.070
GRMZM2G318635,-2.071
GRMZM2G104882,-2.072
GRMZM2G172506,-2.074
GRMZM2G117240,-2.074
GRMZM6G924006,-2.074
GRMZM2G107774,-2.075
GRMZM2G421565,-2.077
GRMZM2G100020,-2.077
GRMZM2G304947,-2.078
GRMZM2G073465,-2.078
GRMZM2G081144,-2.079
GRMZM2G107597,-2.079
GRMZM2G440882,-2.080
GRMZM2G109843,-2.080
GRMZM2G167766,-2.081
GRMZM2G080959,-2.083
AC210013.4_FG006,-2.084
GRMZM2G457699,-2.085
GRMZM2G142705,-2.086
GRMZM2G400938,-2.086
GRMZM2G347836,-2.088
GRMZM2G102572,-2.089
GRMZM2G068566,-2.089
GRMZM2G333811,-2.091
GRMZM2G138943,-2.092
GRMZM2G346455,-2.092
GRMZM2G123262,-2.092
GRMZM2G469061,-2.093
GRMZM2G314171,-2.095
GRMZM2G162453,-2.096
GRMZM2G150864,-2.096
GRMZM2G114050,-2.097
GRMZM5G825321,-2.097
GRMZM2G053909,-2.098
AC195860.3_FG005,-2.099
GRMZM2G005187,-2.099
GRMZM2G143917,-2.100
GRMZM2G441325,-2.100
GRMZM5G810393,-2.101
GRMZM2G009958,-2.101
GRMZM2G033971,-2.104
GRMZM2G090018,-2.104
GRMZM5G861268,-2.105
GRMZM5G849471,-2.105
GRMZM2G011896,-2.106
GRMZM2G007928,-2.107
GRMZM2G146395,-2.107
GRMZM2G125424,-2.108
GRMZM2G073427,-2.110
GRMZM2G073892,-2.111
GRMZM2G342685,-2.111
GRMZM2G042765,-2.111
AC205122.4_FG003,-2.111
GRMZM2G003765,-2.112
AC234165.1_FG002,-2.112
GRMZM2G122274,-2.113
GRMZM2G048672,-2.113
GRMZM2G014770,-2.113
GRMZM2G061929,-2.114
GRMZM2G132704,-2.115
GRMZM2G070605,-2.116
GRMZM2G000353,-2.116
AC213463.3_FG007,-2.117
GRMZM2G069708,-2.119
GRMZM2G059026,-2.121
GRMZM2G018403,-2.122
GRMZM2G162284,-2.123
GRMZM2G130348,-2.123
GRMZM2G414373,-2.125
AC233893.1_FG003,-2.125
GRMZM2G157269,-2.125
GRMZM2G079458,-2.126
GRMZM2G373124,-2.126
GRMZM2G043212,-2.126
GRMZM2G102681,-2.132
GRMZM2G377131,-2.132
GRMZM2G150489,-2.135
GRMZM2G083643,-2.136
GRMZM2G143870,-2.136
GRMZM2G386209,-2.138
GRMZM5G867125,-2.138
GRMZM2G063133,-2.138
GRMZM2G059252,-2.139
GRMZM2G007939,-2.140
GRMZM2G165972,-2.140
GRMZM6G781015,-2.140
GRMZM2G050485,-2.142
GRMZM2G426613,-2.143
GRMZM2G144885,-2.143
GRMZM2G440459,-2.144
GRMZM2G170400,-2.145
GRMZM2G047513,-2.145
GRMZM2G135400,-2.145
GRMZM2G093272,-2.147
GRMZM2G117412,-2.148
GRMZM2G000171,-2.149
GRMZM2G009282,-2.150
GRMZM2G022837,-2.152
GRMZM2G114707,-2.153
GRMZM2G048277,-2.153
GRMZM2G468439,-2.153
GRMZM5G889719,-2.159
GRMZM2G175396,-2.159
GRMZM2G126586,-2.160
GRMZM2G035749,-2.160
GRMZM2G402714,-2.163
GRMZM2G134797,-2.164
GRMZM2G014836,-2.165
GRMZM2G108643,-2.165
GRMZM2G083477,-2.166
GRMZM2G004583,-2.166
GRMZM2G055320,-2.170
GRMZM2G098290,-2.172
GRMZM2G063298,-2.172
GRMZM6G175135,-2.172
GRMZM2G423831,-2.174
GRMZM2G013704,-2.175
GRMZM2G041060,-2.175
AC217897.3_FG010,-2.175
GRMZM2G421491,-2.175
GRMZM2G169539,-2.175
GRMZM2G153582,-2.176
GRMZM2G008712,-2.177
GRMZM2G059134,-2.178
GRMZM2G035134,-2.179
GRMZM5G833747,-2.179
AC196059.3_FG003,-2.179
GRMZM2G423027,-2.181
GRMZM2G394528,-2.182
GRMZM2G172204,-2.186
GRMZM2G146627,-2.188
GRMZM2G074053,-2.188
GRMZM2G054013,-2.190
GRMZM2G090469,-2.190
GRMZM2G368126,-2.190
GRMZM2G009479,-2.191
GRMZM2G081406,-2.194
GRMZM2G061734,-2.195
GRMZM2G017856,-2.196
GRMZM2G703354,-2.197
GRMZM2G176253,-2.198
GRMZM2G167863,-2.199
GRMZM2G352891,-2.201
GRMZM2G052666,-2.201
GRMZM2G138176,-2.205
GRMZM5G847982,-2.206
GRMZM2G073059,-2.207
GRMZM2G082312,-2.208
GRMZM2G070271,-2.208
GRMZM2G128491,-2.209
GRMZM2G009598,-2.210
GRMZM2G112836,-2.212
GRMZM2G055204,-2.212
GRMZM2G162840,-2.212
GRMZM2G317938,-2.213
GRMZM2G027219,-2.214
GRMZM2G445602,-2.214
GRMZM5G854345,-2.216
GRMZM2G026715,-2.217
GRMZM2G107031,-2.219
GRMZM2G081719,-2.220
GRMZM2G176056,-2.220
GRMZM2G349996,-2.221
GRMZM2G130746,-2.223
GRMZM2G113401,-2.224
GRMZM2G015692,-2.225
GRMZM2G060156,-2.226
GRMZM2G011129,-2.226
GRMZM2G018579,-2.227
GRMZM2G145583,-2.229
GRMZM2G074282,-2.230
GRMZM2G014902,-2.230
GRMZM2G177169,-2.230
GRMZM2G056431,-2.231
GRMZM2G123714,-2.231
GRMZM2G302045,-2.232
GRMZM2G472167,-2.232
GRMZM2G166759,-2.233
GRMZM2G174479,-2.233
GRMZM2G104655,-2.233
GRMZM2G139600,-2.236
GRMZM2G179651,-2.237
AC187243.3_FG005,-2.237
GRMZM2G081239,-2.238
GRMZM2G179146,-2.238
GRMZM2G005771,-2.239
GRMZM2G142768,-2.239
GRMZM2G093809,-2.243
GRMZM2G162127,-2.243
GRMZM2G010768,-2.246
GRMZM2G407996,-2.246
GRMZM2G031981,-2.247
GRMZM2G469304,-2.248
GRMZM2G002754,-2.249
GRMZM2G032145,-2.250
GRMZM2G016236,-2.250
GRMZM2G063566,-2.250
GRMZM2G154648,-2.250
GRMZM2G161902,-2.251
GRMZM2G163988,-2.252
GRMZM2G030299,-2.254
GRMZM2G460383,-2.256
GRMZM2G064437,-2.257
GRMZM2G100747,-2.258
GRMZM2G015033,-2.259
GRMZM2G007324,-2.262
GRMZM2G322001,-2.263
GRMZM2G540403,-2.268
GRMZM2G085408,-2.268
GRMZM2G006121,-2.269
GRMZM2G046070,-2.272
GRMZM2G051738,-2.273
GRMZM2G102959,-2.273
GRMZM2G142507,-2.274
GRMZM2G067646,-2.274
GRMZM2G105184,-2.275
GRMZM2G039113,-2.275
GRMZM2G140915,-2.276
GRMZM2G071883,-2.276
GRMZM2G035944,-2.276
GRMZM2G047813,-2.276
GRMZM2G025227,-2.276
GRMZM2G092107,-2.278
GRMZM2G150952,-2.279
GRMZM2G383088,-2.279
GRMZM2G166665,-2.279
GRMZM2G455124,-2.281
GRMZM2G002756,-2.283
GRMZM2G073223,-2.285
GRMZM2G150295,-2.286
GRMZM2G122816,-2.287
GRMZM2G179133,-2.288
GRMZM2G142802,-2.288
GRMZM2G116750,-2.289
GRMZM2G043453,-2.290
GRMZM2G104610,-2.291
GRMZM5G801076,-2.292
GRMZM2G134476,-2.292
GRMZM2G163843,-2.292
GRMZM2G119782,-2.293
GRMZM2G110511,-2.293
GRMZM2G444075,-2.295
GRMZM2G071021,-2.295
GRMZM2G017957,-2.295
GRMZM2G136910,-2.295
GRMZM2G076318,-2.297
GRMZM2G123940,-2.299
GRMZM2G345622,-2.301
GRMZM2G000158,-2.301
GRMZM2G081843,-2.301
GRMZM2G473411,-2.302
GRMZM2G153887,-2.302
GRMZM2G042179,-2.305
GRMZM2G131286,-2.305
GRMZM2G145041,-2.305
GRMZM2G113480,-2.306
GRMZM2G129246,-2.310
GRMZM2G003179,-2.312
GRMZM2G035276,-2.314
GRMZM2G301823,-2.317
GRMZM2G308860,-2.318
GRMZM2G016370,-2.320
GRMZM2G141526,-2.321
GRMZM2G016734,-2.322
GRMZM2G164134,-2.323
GRMZM2G039978,-2.327
GRMZM2G046587,-2.329
GRMZM2G175576,-2.329
GRMZM2G049418,-2.330
GRMZM2G168744,-2.331
GRMZM2G368047,-2.331
GRMZM2G320307,-2.335
GRMZM2G311680,-2.336
GRMZM2G403609,-2.336
GRMZM2G032266,-2.336
GRMZM5G815154,-2.336
GRMZM2G081822,-2.337
GRMZM2G130442,-2.337
GRMZM2G077258,-2.339
GRMZM2G370715,-2.341
GRMZM2G305027,-2.341
GRMZM2G016462,-2.341
GRMZM2G047055,-2.343
GRMZM2G144843,-2.344
GRMZM2G425999,-2.345
GRMZM2G040618,-2.346
GRMZM2G141277,-2.347
GRMZM2G066464,-2.348
GRMZM2G471814,-2.348
GRMZM2G085198,-2.349
AC196637.2_FG002,-2.349
GRMZM2G084806,-2.351
GRMZM2G058528,-2.353
GRMZM2G062390,-2.354
GRMZM5G874903,-2.354
GRMZM2G067563,-2.354
GRMZM2G015967,-2.357
GRMZM2G102502,-2.357
GRMZM2G037875,-2.357
GRMZM5G852502,-2.358
GRMZM2G050912,-2.358
GRMZM2G010196,-2.359
GRMZM2G171912,-2.361
GRMZM2G136353,-2.361
GRMZM2G113060,-2.361
GRMZM2G128665,-2.362
GRMZM2G065928,-2.363
GRMZM2G070252,-2.364
GRMZM2G008202,-2.365
GRMZM2G006277,-2.365
GRMZM2G120069,-2.365
GRMZM2G029722,-2.366
GRMZM2G055467,-2.367
GRMZM2G380094,-2.368
GRMZM2G175995,-2.369
GRMZM2G041258,-2.369
GRMZM2G107839,-2.371
GRMZM2G162755,-2.371
GRMZM2G441903,-2.371
GRMZM2G486933,-2.371
GRMZM2G025459,-2.374
GRMZM5G825515,-2.374
GRMZM5G802801,-2.376
GRMZM2G178769,-2.379
GRMZM5G875732,-2.380
GRMZM2G097457,-2.380
GRMZM2G149383,-2.380
GRMZM2G002578,-2.381
GRMZM5G898597,-2.382
GRMZM2G417125,-2.382
GRMZM2G005840,-2.383
GRMZM2G019819,-2.385
GRMZM2G337048,-2.386
GRMZM5G840582,-2.387
GRMZM2G082520,-2.387
GRMZM2G070978,-2.391
GRMZM2G345700,-2.392
GRMZM2G064466,-2.392
GRMZM2G406601,-2.398
GRMZM2G440968,-2.398
GRMZM2G400167,-2.400
GRMZM2G136960,-2.400
GRMZM2G479249,-2.400
GRMZM5G816110,-2.401
GRMZM5G897673,-2.402
GRMZM2G160069,-2.404
GRMZM2G146437,-2.404
GRMZM2G162388,-2.404
GRMZM2G127072,-2.406
GRMZM5G879278,-2.406
GRMZM2G476762,-2.407
GRMZM2G474531,-2.408
GRMZM2G170128,-2.408
GRMZM2G426125,-2.409
AC205057.3_FG002,-2.410
GRMZM2G392101,-2.412
GRMZM2G078472,-2.412
GRMZM2G177424,-2.413
GRMZM2G086788,-2.414
GRMZM2G098676,-2.415
GRMZM2G130149,-2.415
GRMZM2G035202,-2.415
GRMZM2G058314,-2.417
GRMZM2G132185,-2.417
GRMZM2G124540,-2.418
GRMZM2G421234,-2.418
GRMZM5G850092,-2.423
GRMZM2G378852,-2.424
GRMZM2G083130,-2.425
GRMZM2G411288,-2.425
GRMZM2G120085,-2.425
GRMZM2G090271,-2.428
GRMZM2G147346,-2.429
GRMZM2G126026,-2.429
GRMZM2G052011,-2.429
GRMZM2G158839,-2.429
GRMZM2G177518,-2.431
GRMZM2G050177,-2.432
GRMZM2G099340,-2.432
GRMZM2G129783,-2.433
GRMZM2G138268,-2.433
GRMZM2G125931,-2.434
GRMZM5G844143,-2.434
AC233922.1_FG008,-2.436
GRMZM2G077942,-2.437
GRMZM2G157505,-2.438
GRMZM2G152041,-2.438
GRMZM2G457003,-2.439
GRMZM5G869196,-2.441
GRMZM2G003182,-2.441
AC210013.4_FG016,-2.442
GRMZM2G013581,-2.449
GRMZM2G143494,-2.449
GRMZM2G036448,-2.454
GRMZM2G059453,-2.455
GRMZM2G164358,-2.458
GRMZM2G025742,-2.459
GRMZM2G008773,-2.459
AC194970.5_FG002,-2.459
GRMZM2G154211,-2.460
GRMZM2G104237,-2.461
GRMZM2G372553,-2.461
GRMZM2G404977,-2.461
GRMZM2G117531,-2.461
GRMZM2G126920,-2.464
GRMZM2G070797,-2.467
GRMZM2G085661,-2.468
GRMZM2G152796,-2.470
GRMZM2G097820,-2.471
GRMZM2G089288,-2.471
GRMZM2G057186,-2.472
GRMZM2G105834,-2.473
GRMZM2G038487,-2.473
GRMZM2G155962,-2.474
GRMZM2G081090,-2.474
GRMZM2G135381,-2.475
GRMZM2G125557,-2.477
GRMZM2G119272,-2.478
GRMZM2G010460,-2.478
GRMZM2G147454,-2.479
GRMZM2G116185,-2.479
GRMZM2G164378,-2.481
AC234160.1_FG003,-2.483
GRMZM2G066191,-2.484
GRMZM2G179264,-2.486
GRMZM2G033846,-2.486
GRMZM2G153075,-2.487
GRMZM2G002128,-2.488
GRMZM2G161274,-2.489
GRMZM2G474462,-2.491
GRMZM2G088482,-2.493
GRMZM2G356938,-2.494
GRMZM2G119316,-2.494
GRMZM2G350693,-2.495
GRMZM2G177076,-2.496
GRMZM2G167689,-2.499
GRMZM2G115574,-2.500
GRMZM2G121264,-2.500
GRMZM2G135054,-2.500
GRMZM5G843141,-2.501
AC197717.3_FG002,-2.502
GRMZM2G306851,-2.502
GRMZM5G843972,-2.504
GRMZM2G151738,-2.506
GRMZM2G141665,-2.506
GRMZM2G067028,-2.507
GRMZM2G169005,-2.509
GRMZM2G165192,-2.509
GRMZM2G037923,-2.510
GRMZM2G004519,-2.511
GRMZM2G116670,-2.511
GRMZM2G117439,-2.511
GRMZM2G175827,-2.512
GRMZM2G305526,-2.512
GRMZM2G108723,-2.512
GRMZM2G060216,-2.512
GRMZM2G044359,-2.512
GRMZM2G176840,-2.513
GRMZM2G128564,-2.517
GRMZM2G083016,-2.517
GRMZM2G066426,-2.519
GRMZM2G436199,-2.520
GRMZM2G148022,-2.520
GRMZM2G122793,-2.521
GRMZM2G112895,-2.521
GRMZM2G166701,-2.522
GRMZM2G113844,-2.523
GRMZM2G149184,-2.524
GRMZM2G475128,-2.526
GRMZM2G155281,-2.528
GRMZM2G462883,-2.529
GRMZM2G180620,-2.529
AC205376.4_FG003,-2.532
GRMZM2G132577,-2.534
GRMZM2G075496,-2.535
GRMZM2G080546,-2.536
GRMZM2G080274,-2.540
GRMZM2G048140,-2.540
GRMZM2G162093,-2.541
GRMZM6G174411,-2.541
GRMZM2G037193,-2.543
GRMZM2G004653,-2.544
AC205362.4_FG002,-2.545
GRMZM2G104260,-2.546
GRMZM2G078373,-2.546
GRMZM2G314769,-2.547
GRMZM2G161696,-2.547
GRMZM2G169681,-2.548
GRMZM2G420684,-2.551
GRMZM2G481163,-2.551
GRMZM2G010628,-2.552
GRMZM2G158240,-2.552
GRMZM2G001724,-2.555
GRMZM2G093139,-2.556
GRMZM2G044107,-2.556
GRMZM2G108135,-2.564
GRMZM2G038898,-2.564
AC205574.3_FG006,-2.565
GRMZM5G878379,-2.565
GRMZM2G353444,-2.567
GRMZM2G127846,-2.568
GRMZM2G178709,-2.570
GRMZM2G066343,-2.571
GRMZM2G074742,-2.572
GRMZM2G117016,-2.572
GRMZM2G120971,-2.572
GRMZM2G054405,-2.572
GRMZM2G149683,-2.574
GRMZM2G036631,-2.575
GRMZM2G004182,-2.576
GRMZM2G176820,-2.577
GRMZM2G153476,-2.582
GRMZM2G393349,-2.582
GRMZM2G147491,-2.582
GRMZM2G013391,-2.583
GRMZM2G125977,-2.584
GRMZM2G055273,-2.586
GRMZM2G155242,-2.586
GRMZM2G411956,-2.587
GRMZM2G025518,-2.587
AC233960.1_FG003,-2.588
AC199541.4_FG001,-2.588
GRMZM2G114751,-2.589
GRMZM2G519210,-2.589
GRMZM2G003002,-2.591
GRMZM2G152120,-2.591
GRMZM2G137816,-2.592
GRMZM2G004694,-2.592
GRMZM2G032430,-2.594
GRMZM2G099907,-2.594
GRMZM2G147544,-2.596
GRMZM2G109526,-2.598
GRMZM2G170120,-2.598
GRMZM2G449133,-2.599
GRMZM2G098423,-2.601
GRMZM2G071832,-2.601
GRMZM2G161154,-2.607
GRMZM2G126682,-2.608
GRMZM2G011357,-2.609
GRMZM2G083526,-2.609
GRMZM2G030494,-2.610
GRMZM2G075712,-2.611
GRMZM2G088138,-2.613
GRMZM2G012758,-2.613
GRMZM2G055826,-2.614
GRMZM2G164318,-2.614
GRMZM2G348890,-2.620
GRMZM2G038931,-2.621
GRMZM2G443525,-2.622
GRMZM2G066291,-2.624
GRMZM2G137498,-2.626
GRMZM2G071996,-2.628
GRMZM2G170742,-2.629
GRMZM2G067171,-2.629
GRMZM2G117968,-2.630
GRMZM2G024104,-2.630
AC226235.2_FG003,-2.631
GRMZM2G123387,-2.634
GRMZM2G032107,-2.634
GRMZM2G143352,-2.635
GRMZM2G158462,-2.636
GRMZM2G008247,-2.636
GRMZM2G157207,-2.636
GRMZM2G028007,-2.638
GRMZM2G033787,-2.638
GRMZM2G400489,-2.640
GRMZM2G166005,-2.640
GRMZM2G181000,-2.642
GRMZM2G123996,-2.644
GRMZM2G025870,-2.645
GRMZM2G081841,-2.646
GRMZM2G041961,-2.646
GRMZM2G019106,-2.647
GRMZM5G881044,-2.650
GRMZM2G103116,-2.650
GRMZM2G174099,-2.652
GRMZM2G018760,-2.653
GRMZM2G089974,-2.655
GRMZM2G020859,-2.655
GRMZM5G873519,-2.656
GRMZM2G086763,-2.657
GRMZM2G113332,-2.657
GRMZM2G060898,-2.657
GRMZM2G051012,-2.658
GRMZM2G388420,-2.658
GRMZM5G897592,-2.660
GRMZM6G644461,-2.660
GRMZM2G454928,-2.662
GRMZM2G447271,-2.662
GRMZM2G015314,-2.663
GRMZM2G044247,-2.663
GRMZM2G002165,-2.664
GRMZM2G018786,-2.666
GRMZM2G163671,-2.667
AC200298.4_FG001,-2.667
GRMZM2G002523,-2.668
GRMZM2G151649,-2.670
GRMZM2G171406,-2.670
GRMZM5G890190,-2.670
GRMZM2G053511,-2.672
GRMZM2G069713,-2.673
GRMZM2G126505,-2.673
GRMZM2G012891,-2.674
GRMZM2G113073,-2.675
GRMZM2G015542,-2.676
GRMZM2G319062,-2.677
GRMZM2G338465,-2.680
GRMZM2G098606,-2.680
GRMZM2G077436,-2.682
GRMZM5G822098,-2.683
GRMZM2G086277,-2.683
GRMZM2G005082,-2.684
GRMZM2G102059,-2.684
GRMZM2G175989,-2.684
GRMZM2G162737,-2.685
GRMZM2G151992,-2.689
GRMZM2G100391,-2.689
GRMZM2G098239,-2.689
GRMZM2G169654,-2.691
AC234157.1_FG002,-2.692
GRMZM2G011373,-2.694
GRMZM2G074107,-2.694
GRMZM2G170577,-2.694
GRMZM2G016558,-2.699
GRMZM2G172081,-2.699
GRMZM5G830932,-2.700
GRMZM2G002568,-2.701
GRMZM2G018955,-2.701
GRMZM2G004683,-2.702
GRMZM2G032443,-2.702
GRMZM5G836308,-2.704
GRMZM2G015419,-2.705
GRMZM2G047968,-2.706
GRMZM2G328133,-2.708
GRMZM5G800723,-2.709
AC197047.3_FG001,-2.711
GRMZM2G036826,-2.712
GRMZM2G051403,-2.712
GRMZM2G035821,-2.714
GRMZM2G010000,-2.715
GRMZM2G054267,-2.717
GRMZM2G039583,-2.720
GRMZM2G023952,-2.720
GRMZM2G314692,-2.721
GRMZM5G815665,-2.724
GRMZM2G353250,-2.725
GRMZM2G170982,-2.725
GRMZM2G170008,-2.725
GRMZM2G091578,-2.727
GRMZM2G101004,-2.728
GRMZM2G035839,-2.728
GRMZM2G386817,-2.729
GRMZM2G106061,-2.729
GRMZM2G081949,-2.729
GRMZM2G170870,-2.730
GRMZM2G127426,-2.730
GRMZM2G436707,-2.730
GRMZM2G094879,-2.731
GRMZM2G153987,-2.732
GRMZM2G040736,-2.732
GRMZM2G174310,-2.733
GRMZM2G164340,-2.733
GRMZM2G005233,-2.734
GRMZM2G121700,-2.734
GRMZM2G362857,-2.736
GRMZM2G075974,-2.741
GRMZM2G123558,-2.742
GRMZM2G410766,-2.742
GRMZM2G427697,-2.745
GRMZM5G847466,-2.749
GRMZM2G180406,-2.750
GRMZM2G048910,-2.750
GRMZM2G149556,-2.751
GRMZM2G125823,-2.752
GRMZM2G133660,-2.752
GRMZM2G016939,-2.753
GRMZM2G008353,-2.753
GRMZM2G136139,-2.756
GRMZM2G366301,-2.758
GRMZM2G142093,-2.759
GRMZM2G092780,-2.762
GRMZM2G028779,-2.762
GRMZM2G338037,-2.764
GRMZM2G343149,-2.764
GRMZM2G039618,-2.766
GRMZM2G003306,-2.766
GRMZM5G858249,-2.766
AC193500.3_FG003,-2.767
GRMZM2G094165,-2.767
GRMZM2G133428,-2.768
